"gr:network","gr:site","gr:siteType","gr:wgs84Longitude","gr:wgs84Latitude"
"Nile North Atbarah","900196b9-68f3-42ad-918f-7b78393a0c22","registered",35.7452862296,13.5727626927
"Nile North Atbarah","97510c37-944b-4fd3-866c-eaeaf9bbe75f","registered",33.8523174772,18.294824965
"Nile North Atbarah","541aa054-23a6-4f59-8bb0-ac8fc364a09e","registered",33.8305713006,19.5005877487
"Nile North Atbarah","20014e7d-b5d5-408a-9f1a-7eb0a80249dc","registered",33.1658300635,19.409007161
"Nile North Atbarah","1f53a770-9ca4-4f18-8dca-7b82c473fe4a","registered",36.252001591,15.5377424728
"Nile North Atbarah","be21c4ba-55ee-4d79-b86e-c230ede4ef07","registered",33.5867757672,18.6385869378
"Nile North Atbarah","6c95eef9-5439-4935-a359-f5f9d80f228f","registered",35.4506467746,15.3047814826
"East","a681addf-f393-4698-af4f-47a7a352ea95","monitored",35.9048279197,21.0482992799
"East","f74e781c-581c-48f0-bdae-6411b686c239","monitored",31.6640523797,19.579460875
"East","4a4dcba5-9942-4711-9d11-e99e96ccb26e","monitored",31.6414219246,20.2523909554
"East","dbeb5620-1597-4942-af21-8c5beee917b2","monitored",35.9349117494,20.5392009601
"East","a69a0acf-ac1b-478e-bca2-c81f5adda980","monitored",37.0580713874,18.3438371029
"East","32d2e6c6-8672-455b-bbb1-5d540ad4c891","monitored",32.4094182513,20.9180624166
"East","6404d476-e89e-4ba2-9f0e-3bba56d0a419","monitored",36.1141391351,18.9810995721
"East","9cdde277-8e36-4608-bfcc-14f2b6fb0d00","monitored",35.1980859385,19.0133282941
"East","aaef47c4-3f80-4916-85c0-7c7c5cc4b4f7","monitored",32.7115604568,21.1010715975
"East","26b133aa-9bd4-4e06-ab1c-ee6539e0c905","monitored",35.2343742008,21.2042013655
"East","f30a46ce-4f4e-4350-9cd5-c73f195507b4","visited",32.6323117739,20.479598887
"East","6d8802a7-abaa-47d1-a706-92fbccef2f97","visited",35.6831226696,21.6622902213
"East","47daeb65-cfb5-43f6-95bd-a1531c422941","visited",35.4876822479,21.7472529548
"East","cf657eee-43d1-47b5-8535-b10dbd694773","visited",35.0369821542,19.7221570436
"East","7a123ddf-dcfb-4870-b4b9-982fe19a15a3","visited",37.4028052472,17.7505671574
"East","818abdeb-3ba2-4659-b4f2-cab0eeddf380","visited",36.1940314208,20.3272299444
"East","dcf3f793-9184-463a-92d5-01e524c964a4","visited",36.3178188422,17.5270231138
"East","828055a2-b932-4ac0-b4e2-04c3c211d3bd","visited",33.7944265913,21.6713268271
"East","aa0c5439-8f45-4bf5-a93a-ffacd8f8cb77","visited",36.2926333157,18.7336982141
"East","5fa78dd3-ccef-4bf9-8ec4-efc2074f0fe9","visited",37.1610709591,18.4287872351
"East","f8451ac8-a97c-40af-a7e0-921ca57d7af6","visited",35.8688698105,20.1710434131
"East","f7cb787b-2511-4455-84d8-c1c68e01c130","visited",36.4659367915,18.1515986187
"East","09e1da1b-c69e-48f5-b819-e915dfb8249f","visited",36.1540458538,17.6846338383
"East","2c9c39b4-5276-45b2-aee3-1b86d8b606c7","visited",36.9534171942,18.0810977963
"East","3f6a7357-c051-4403-97ed-a4e7e03f457c","visited",35.3300081951,18.856404811
"East","5b06ab20-2365-4f50-8432-c750e2456d8b","visited",33.8036060282,20.4474809141
"East","9d48a98c-6d6c-4f9a-b499-fdfb25be20e2","visited",36.5848805194,21.7269966128
"East","a1c9ae67-6303-4974-ae11-310496cb149b","visited",33.2081853594,21.6794416099
"East","e77b8567-c57d-476f-8fe4-57e3d76537c0","visited",35.1515789134,17.7702453456
"East","a2ba8f8e-d984-42a8-9492-9ca09c284126","visited",35.9254241936,21.4210510542
"East","3593cfae-dff8-4424-a371-6559dc918158","visited",35.2694503943,17.8159198883
"East","822c0454-472b-4dac-ad2b-cf99b9d62e75","visited",37.8593376463,18.0245439444
"East","1ca7f841-b522-43d4-81f7-9b4d8df76043","visited",32.4418113774,21.4392436974
"East","2c327a79-23d6-45da-8d0d-6df763f0d741","visited",35.086149109,18.2404128494
"East","5ec5708a-551a-4e91-b525-48c5cbc0ef35","visited",34.9435909589,18.4316301618
"East","0b5e8b4b-8b31-40e7-b243-197c6a05d2b3","visited",34.7348972923,20.3441579159
"East","c1cb6d61-5622-4e40-8daa-09d91651fba3","visited",33.634294479,20.9221058343
"East","8ea63aee-d742-472b-9b77-ad3d7ca78e63","visited",35.9750389059,18.4306684464
"East","936b5b3c-6d7c-48e6-ab8d-d0615300d079","visited",33.4766603162,20.7602845719
"East","12fbd882-6c47-492f-a436-fe0ca33c90dc","visited",36.9970477769,17.9947144776
"East","ee7ee3dc-e291-4c30-8509-66b417244515","visited",34.7758309948,19.6551274611
"East","6c98f657-7f0c-4154-80b8-fb4400271348","visited",31.841647913,20.7384088577
"East","03230963-32ec-4592-8408-3dc1f24ee1a6","visited",35.7320533871,19.5532687052
"East","f7a4abf6-1390-494a-9bc6-fc79d82243b8","visited",36.6541409828,21.21015523
"East","3d16f8c0-0b8f-49b3-b4d6-249d49b450cb","visited",36.7963831339,18.3954721484
"East","7d866c45-5371-4d70-94db-3489715d263b","visited",36.2187269914,19.0953443566
"East","be726309-96e2-4a2c-b7a9-9f6c70667609","visited",36.802261998,17.1988167733
"East","1c0cfd63-9987-4c4c-89e3-fd77578d8fcf","visited",36.984599933,17.5649979786
"East","94325d9f-a6f8-4bbe-9a30-7407fbc015a8","visited",35.972573387,19.4478031274
"East","c0ced98c-07d3-41b5-a524-bac927866654","visited",36.6000426316,18.4777862462
"East","1a1c3dc0-222d-4160-bcf9-81c45580acd3","visited",34.7565333208,20.4803644192
"East","f24180b3-fd6a-4fd0-97fc-8b4fca15e66d","visited",32.4694312994,20.5381928956
"East","5849e46b-35b2-4dcc-a470-b7a2e859b18e","visited",37.7527328152,17.8172494066
"East","9f090e9c-5c07-48f4-9588-3a8ce541516e","visited",34.3778238189,20.40299799
"East","e5ad0bed-7f79-4626-a88d-69b38f46efb7","visited",36.2486302828,17.8087402147
"East","f6666af7-5fd8-42b6-8e24-dae1bb352378","visited",37.0337847353,18.7552889487
"East","c2f49123-79ce-4ab7-9c4d-2e4ede5df90e","visited",34.9632802099,20.5648828165
"East","ea297349-7636-455e-8c9d-70314656bc1f","visited",35.7146908306,18.973778058
"East","2d8f3a37-a41f-40af-bea5-47fb122c20f2","visited",36.1107944148,20.8779835954
"East","2b458730-70df-4f13-a1e1-65a168b72dbc","visited",35.0005757877,20.5554190321
"East","e00fb377-e44f-458f-95cf-d93d9b7f4f3f","registered",37.5544132465,18.0741815711
"East","9ab7d19c-f92e-43fa-a1d8-6ed8625edec4","registered",33.8408360123,20.2263553228
"East","7112584e-ec7b-4e5c-be2a-ac6083c04ab6","registered",35.7585690571,18.4882068837
"East","18fdf40a-f042-4819-badd-a7b7e623311b","registered",35.0487806552,18.9595421699
"East","2a501270-c21b-443c-8d61-bf07ab80d06c","registered",32.245568785,21.4373248919
"East","a2bac046-613c-4b54-aa91-c2f7c3480f48","registered",36.5705578749,19.4606095805
"East","c262f5c0-b0c9-43b5-b190-64fdc60c2187","registered",35.8690712897,20.9045565254
"East","9ad69d4b-2665-412a-a493-98aa894d8d23","registered",35.8240230292,21.3039671247
"East","d3308074-9715-4707-a5e6-1a1d75e5ea5d","registered",34.7582792432,19.717181969
"East","c7e9ef7c-2373-4506-bb48-2700e6c673a8","registered",36.1213015547,20.1192418938
"East","d35f506e-a56f-49f2-bb73-e06c61c69645","registered",35.3455189827,19.5287938508
"East","8a09cb26-d016-47e6-ad4b-97c025a0a170","registered",35.2341943343,21.5941387706
"East","3be60e82-0d38-431a-8ea6-b0ae8ab06cd0","registered",36.0234979526,18.6781944088
"East","1d556247-3a79-41c2-b5a7-58edb71d24c5","registered",35.3191174844,18.9183921184
"East","f4f8df4d-e009-4cbe-92d4-ab66b06ddaee","registered",34.7067705623,19.5136753302
"East","1eef86a1-add4-4686-9e56-533aef33bec8","registered",34.6056395361,20.4132737332
"East","78f83b44-f22d-4b2f-9041-e7ca7a764ca3","registered",35.1958258045,18.4770165586
"East","67e5aa4e-6c85-4f7b-b35e-2a4b075f4757","registered",34.2805156042,19.9462113386
"East","d5b73bfa-5426-445f-a7e8-ff0bdda37e23","registered",33.7825511821,20.6225780351
"East","ef4ee29c-5302-4bac-8425-ff2c852a71fd","registered",32.0057791999,19.8541374067
"East","763bc7e6-599f-4e1b-b701-aed123506625","registered",34.7883146274,19.1821234115
"East","f3f8676e-05f6-41c4-b292-41e0c4460092","registered",36.6199760144,19.060554475
"East","fb9403e8-abe8-450d-97d4-4e56284852c9","registered",37.9167727577,17.7412392831
"East","fe86e7de-ef9c-4dc6-abb2-c173dacb571c","registered",33.6425380534,20.4257176225
"East","83186105-e8b3-48ea-985a-b4d3a10cafe2","registered",36.0727177063,18.0344148657
"East","3efd88b9-5df2-4023-a3f8-b7591b346c45","registered",34.1331563005,21.6740570507
"East","46f224b0-9442-4d99-898d-2c9ba5c1511e","registered",35.0983797902,19.1218236263
"East","d6c10c10-b3a6-4a51-b50a-62a8950fc206","registered",36.9255555871,17.3997525023
"East","c8f9cbb8-31f1-45e7-8713-e47d9079ea1c","registered",36.215009698,21.6516333899
"East","0b272469-d6e4-45a5-be37-a8bcb2ac7a61","registered",35.3357697323,17.9691348406
"East","c93b500e-4892-4d35-911d-2db4ae77e1fd","registered",34.9913375415,20.715508121
"East","5fcda8d5-e0ed-40da-b537-c17e7b803dea","registered",36.2555729193,20.8667143153
"East","a9b72862-dac1-4f42-90cb-ad70ba21ca41","registered",33.8314823304,20.7216851889
"East","70f32c3c-fac0-40a7-ab11-d4c8d4858103","registered",32.419080603,21.2872013086
"East","0b9c5b65-9787-4079-aa80-19ade2d3df62","registered",32.692799724,21.4605756247
"East","a163aea3-05f3-43dc-a313-b769599a49a0","registered",35.5334735221,19.5725633777
"East","8490cc66-95c3-4e75-95b6-001eca109ae7","registered",34.3723231429,21.6630668191
"East","b70b9323-b176-435d-a578-7980c0a93411","registered",33.0623191243,20.4871471679
"East","0991ca5f-e96f-40e9-b080-a188a1067e3d","registered",35.0667938963,20.2685714092
"East","9d691246-25a3-4d68-9bab-e5c3447f8ec5","registered",36.7348632037,17.0576346765
"East","93e839a4-a5db-4cb0-8ec0-eebafc8fe00d","registered",36.3910172676,20.4038441085
"East","98bce7cf-137a-442e-9016-3682623925bb","registered",33.717906843,20.5325962922
"East","25ee9005-79cc-4959-96f6-ff84763c2031","registered",32.5358222949,21.2156832536
"East","e7b33361-4214-4522-8b6d-feb482265f98","registered",34.899433412,19.7866359015
"East","1680dfba-e84a-4427-a724-1c21587b9535","registered",35.1555963245,19.6112538566
"East","df72fa73-c548-40c6-9d18-7856af95f034","registered",31.6454393453,20.2431276308
"East","b51da4bc-ebc4-4e3b-8d30-db1784e86023","registered",32.0967000998,21.7785621535
"East","9ab869fd-2418-4eb8-8c70-00b4328fd495","registered",37.2277833468,17.7189527883
"East","c25fff6f-d5d4-4703-b032-c0ed32efb4e4","registered",34.8989618798,18.502618093
"East","ab2871ef-5456-4c50-a502-42ba452f231d","registered",34.6605877453,20.7610904065
"East","21a54e0b-ac1e-4216-8204-1236836c886a","registered",36.5937770309,17.1937092659
"East","17002a70-fbd8-47be-9392-542ce38774e8","registered",33.258345543,21.5009053309
"East","e37e0acd-debe-4d57-a3a5-6faf4dbf7861","registered",34.2920238512,19.7480393067
"East","7d39e799-8d73-437f-9473-98161c2915ca","registered",35.6305391046,21.1477514713
"East","8f179d40-4fae-4b0e-bb9a-cf1a4dadd227","registered",36.6124338729,20.0815013673
"East","e715e019-9b7b-413e-8a93-750aba5c6073","registered",36.1857275637,19.4790607979
"East","359c91e5-b3fe-4781-ba06-ff01b01e11ca","registered",36.0226327668,20.8918256401
"East","8ddc8067-9556-4b1a-bbe6-c7be3a4c18f6","registered",36.0191241762,18.8717441247
"East","760e2984-c0c1-40ff-b728-7cfa3eb5428d","registered",35.1187704335,20.621600537
"East","192fd683-5c88-4f34-8da1-1519f9229d41","registered",36.7657721837,17.7954991945
"East","90063761-f53a-4542-a654-0d9ffce88f13","registered",32.5157612226,20.394645268
"East","4a0c8afe-135e-4433-a6cf-b7a791d55037","registered",36.3110046202,19.291594382
"East","eb9b8d65-7bd8-4b4d-8538-dc55de55fd51","registered",34.9625335957,21.0522794422
"East","1fedcf27-a726-4539-9872-4f788f5f81c4","registered",36.450447867,18.1702020208
"East","f4b4a0d5-e1da-4867-b5cd-1d82ecefa81e","registered",36.157845971,19.8955178402
"East","bf15c8f9-20e3-4204-b984-6a4a9459d938","registered",36.0452491478,17.9370225298
"East","a8568f25-7b27-465a-98ef-4291e9c9b8bf","registered",31.987520051,20.6274284945
"East","ae6c9869-7ebc-4415-aa14-af6c1b83ea00","registered",35.576677986,21.0590680434
"East","62ea5a7a-fc64-4086-a958-8360abf8cbf6","registered",35.4798565498,19.0982319647
"East","8a1653a2-18cc-40a4-8b00-220c8157b007","registered",35.2621845523,19.0301637003
"East","85332760-6bfc-4f52-ad14-25e14261ec67","registered",36.2582674037,17.5040871176
"East","cb788df6-79b4-40bf-b69d-3f4745088551","registered",36.3172051092,21.0186312021
"East","e19f7420-2dc4-4158-8fb3-02de9bba92f5","registered",32.9270216128,21.6852762738
"East","e8b1a566-326a-4602-9093-89d17f07564e","registered",35.1173586954,18.5396641228
"East","7a8085b9-3560-4abd-9508-e27effee53f9","registered",35.7961719657,18.7984939104
"East","66cf7dcc-7cae-456e-baeb-786ebed4916b","registered",35.4040172722,20.5781663478
"East","c704013c-50b5-4b67-9258-58cfe491fc86","registered",36.3386225579,19.9552017005
"East","f1990b1d-2cde-45aa-9b1d-e4246e123932","registered",34.4415231784,20.6519050609
"East","94ac830a-5b92-47b5-acfe-07b385bd769b","registered",35.6985526398,20.3529771165
"East","8d2ca82a-7215-43a4-b458-80fec40cf7dc","registered",36.2469348578,17.3942085159
"East","a1b501b6-7653-4930-a7cc-73c374ee1420","registered",37.0210235693,17.8802555709
"East","611941ed-9f9a-45c9-a8e1-cf5ebb8a8d9c","registered",36.0209452136,19.4675310756
"East","73f84f69-b388-4ecf-9d7a-4d6c2665345e","registered",35.7423196459,19.6400762544
"East","08fc1f8e-58e7-4f7d-9edd-b8e93780179c","registered",35.9188423395,17.4869514552
"East","fd6b1bdb-dcca-4671-b369-cae65879e91c","registered",34.4265405648,21.3316302615
"East","03a646b3-b319-4653-9842-aa1cb5b8b419","registered",32.0766653198,20.5516717488
"East","7c47c950-babc-41c3-9c7b-e37b902a7a4a","registered",36.1720057312,19.2199449625
"East","2cb72557-f96f-45b2-9d09-53b74da4261a","registered",34.2812402308,20.4829021616
"East","84411ed2-8429-464f-8208-793ff16e5624","registered",35.7331260769,20.0038560736
"East","06ac515b-8213-479d-bb94-e2745501ec61","registered",36.0026958412,19.8504334648
"East","e2702be4-67ff-4a92-b69d-761f273a2d64","registered",35.5431125792,18.0783565266
"East","a670796f-ed64-438b-93a3-e6b87ed3eb07","registered",36.1960560019,18.4038032862
"East","78463201-5c5d-4766-902d-7f4ee2e52f0c","registered",31.5903505111,20.1244812001
"East","299cb357-26c9-4f97-bf16-5b3885d9e63f","registered",34.8708704284,21.6387616579
"East","cd9e3424-293e-47e7-9df6-9f4aba963bd7","registered",37.3603008395,17.9680226967
"East","12705da2-6490-4ddd-ad0d-4a3687223359","registered",32.9252497791,21.1831144001
"East","a8a9617f-135c-4967-a48f-310b9dd4de63","registered",37.5799287806,17.7890143479
"East","eae2227c-9cff-4d76-a182-789e180e1a7d","registered",32.8606912771,20.7732456902
"East","6e59976d-3148-40bd-a33f-655887422762","registered",36.0234141698,20.8449823293
"East","83e0ce2e-234e-4e78-8c6a-e245657743a9","registered",36.2010984644,20.842753861
"East","2fa1dcac-021b-48dc-b8ec-7e0539adc40e","registered",35.6205668273,21.0517299582
"East","29069ad0-b3f9-47ef-a71c-436a4022fdf9","registered",35.2263029631,19.5519356924
"East","130d9a46-8b8c-44e1-8cc7-81d2e37939d7","registered",31.6752295582,19.5961711716
"East","d1fe922b-9b73-47e7-9f08-d9fcb459a8ba","registered",32.6332021985,20.8504505644
"East","4e12b788-0981-4498-81d2-f34d21ea2341","registered",32.6002377958,20.5329750777
"East","39ec36e2-9857-421f-8577-660db67964b7","registered",36.4675493122,17.1227137423
"East","8cfeb025-b064-4042-9477-75b595a20e07","registered",37.3279230336,17.8177178244
"East","1ce928d9-d745-4fd9-bd98-709835dc8a84","registered",36.2814981173,17.9762815441
"East","dde441f1-c91e-47b5-b9d4-99d2a59f5250","registered",35.1852546891,18.3589888094
"East","3626f41a-5f13-405f-9b13-0b44ae0fcb1e","registered",36.3340140591,19.3360187529
"East","20edfc3c-b323-43dd-93c7-9d77f8ca7146","registered",37.5132482864,17.7906561735
"East","16afa538-0033-4e76-b62c-475a5eb0e370","registered",36.5337485989,21.4539962403
"East","7e549cd2-eb3f-4085-9982-128cf4e4e4d3","registered",36.5127198251,18.1977697114
"East","15079302-3c47-4a59-ae65-b261026e4334","registered",31.8409745802,21.0975792954
"East","0499adcf-7ff2-400a-8794-785404c61128","registered",36.0573900928,20.2769697418
"East","e3d18320-70ad-48cd-bc0d-1747774adcdc","registered",36.4411062191,19.1519695944
"East","472f7a7d-0432-4507-ae6b-221982e08389","registered",35.8202070186,17.3113618793
"East","b0dd03b9-c89a-48a1-8e0f-a227e19ba0a9","registered",31.5671008357,19.499363582
"East","a888fc11-2434-452e-87bf-56ad4a475e52","registered",35.4336934107,17.6636614377
"East","30c3ec35-3a38-4ddf-a135-c89fd450ce05","registered",36.5064114064,21.1270382222
"East","dc674692-0b9b-43b5-b017-d979d60b13cb","registered",34.4548465754,20.581402674
"East","b58cf8d0-6d80-4750-b979-5e62a0c7c2de","registered",35.7193917401,21.6693127877
"East","c09867e9-cb0d-42ec-9028-47898285eb47","registered",36.0714692184,20.6591183059
"East","261736c8-328a-4c3f-8cda-33b24b27e324","registered",34.1945758202,19.8896407778
"East","8c09297d-403e-41e6-846c-81655bfe8a6f","registered",36.1748107113,18.6177595213
"East","fc1649d9-abb9-4f08-9379-a390ffb769d1","registered",35.799318599,19.3811246912
"East","3c81b392-7bcc-428a-afb6-88a4471150b2","registered",32.6035266283,21.398932985
"East","3f528cd9-3e81-400e-a41b-57805ce4964d","registered",34.9732400366,19.2725282867
"East","33da6905-a4f9-422d-bf9b-95bb96845147","registered",36.7422401917,18.4477518687
"East","22c5834a-efb0-41ec-b3e7-8396e327e658","registered",36.9639338816,18.5886787066
"East","1f78bef6-a2da-4da1-9c5f-7e97e3b30749","registered",35.5476598167,20.0271641897
"East","55e685f4-cf4e-42f5-8baf-479e81993e82","registered",36.3496456607,18.4836701709
"East","5ccf06f5-6c79-4070-b3bd-b87a914612d2","registered",32.8994291798,21.5411853243
"East","e49eeee2-b50a-469b-a00a-1e6a00d8e768","registered",35.719774006,20.5839931768
"East","3c0339d9-9726-4d2e-bab8-d9bcd8be4de1","registered",34.2862924492,21.6386184606
"East","6168b73d-e8f9-48a0-b0ef-c004831add7c","registered",35.1905913449,20.7019543418
"East","bb8b5255-a9d3-43b5-9775-bae3f93382b9","registered",37.2285715496,17.9454581496
"East","f9fe37bb-dbd0-4582-b7b2-6ea95152f2e8","registered",35.9014889993,18.6376503572
"East","76649056-0337-4c30-9b3e-bd95317a549d","registered",35.8441698237,20.8946598521
"East","c9f81269-887c-48aa-a927-e5e90645d62e","registered",34.8184223959,20.8100265608
"East","e245e6d2-f345-4cd8-b057-0f14688c9ebf","registered",34.3150075229,21.6170031479
"East","eeb4ed48-f3b5-497b-8a5b-a4a316be4938","registered",36.5175723983,19.8409325195
"East","1025ec4f-4790-4b66-981f-4b2cba120723","registered",37.5656353325,17.8224835038
"East","f23b9dc4-2019-4dfd-a050-079957c23c0e","registered",36.4043007852,19.1053330797
"East","05bd106d-c3bf-4965-8feb-593499cb223e","registered",34.2137599963,20.6675218092
"East","9e7700f3-c10c-4d15-95dd-e99bab81bab6","registered",32.169993406,21.1388209841
"East","798206a7-2168-4c60-9c02-1e5ec7e82461","registered",36.776678966,18.8554800702
"East","51e99fcc-15a6-4b0c-8a55-15603a3e0a15","registered",37.1309360624,18.5194547614
"East","db0786b1-c92b-4dbb-91e9-9c6bb786a816","registered",36.3916591697,17.2480475756
"East","4627c834-430a-4f7a-aed1-d2c8a1307a32","registered",36.4873124368,20.8137692806
"East","0a2af218-d0b8-4c87-b275-17c1a65391d2","registered",36.2504277639,18.5663214605
"East","ba03ec36-cceb-4cd4-8a4f-4bee87988f71","registered",32.0920414593,21.516621891
"East","6881d180-d290-4ad0-a201-586f9379b88f","registered",36.1772911986,18.6833486211
"East","ca184fc3-49c3-46c7-a9af-9b5bcbc51c34","registered",35.0876452768,20.9045754551
"East","06245eb0-2c3a-4e7f-9471-41388d8a8b26","registered",36.3268568271,20.982946737
"East","7d10e613-4f82-4eb7-8c19-3246b6304eb0","registered",35.1049784676,21.5201261318
"East","8724594c-08b3-4b8e-9c3c-a8145ced942f","registered",32.2197351479,21.06293405
"East","5b4f0d9d-db46-40d7-a337-4737fda92dc5","registered",36.9168425734,18.1839699889
"East","271f7da8-3f46-4427-affb-bf37e6ce0a76","registered",33.3030801028,21.4098000452
"East","0f9e8bdd-fc90-419e-b46c-6e74c2c6513e","registered",32.1941067188,20.7835057059
"East","91fd96c2-b56b-40e7-a153-4072667222c6","registered",34.0620704703,20.6424155536
"East","cfabe2ff-f594-4c67-b9a6-aec6ab378c36","registered",37.4468907866,17.7214890055
"East","459116d5-4f52-402f-8c89-00a471c7c560","registered",35.9537063673,20.8522291704
"East","f83f1aef-adcd-48ff-a702-59eb1a5b9315","registered",36.3813406121,21.4270690554
"East","9ab459f7-ab18-4ec4-a728-d6afe32983b1","registered",35.8404583152,18.5187364711
"East","92e4bbef-0823-4995-a96f-c32cecd9efd1","registered",34.9354549877,18.3293636887
"East","47097e81-9bc7-4394-915f-c6b8d342b917","registered",36.3882756697,20.3199229947
"East","7b2abfc0-0f71-4c4c-a65d-2909101aa503","registered",32.8860851172,21.5166145979
"East","05cb3581-5dfa-4c3e-a048-acc285bdd245","registered",36.7035694763,20.1971256058
"East","ae363674-e1e6-4e64-98af-d40a33ef9176","registered",32.9560775555,20.9191541624
"East","fa9f4c61-2d38-4a5b-8558-3a25f926bda5","registered",34.0140776862,21.4578906562
"East","ab1390cb-d21b-4f4a-93f1-c9b9ef4761a6","registered",35.8058458858,18.5691523869
"East","13cf9a80-7a52-402f-b6f7-8c3fb40d669a","registered",35.2375693029,21.6549148611
"East","9382a56b-0507-4f02-9af4-375bb3aa4811","registered",32.2345716869,20.0238881412
"East","46f009dc-28a1-4902-800b-75fa9e3d0486","registered",31.7405978008,20.899219862
"East","14c6404a-91ae-43bb-a5b4-b046b4164391","registered",36.1924192975,18.8997379243
"East","965bf72f-4159-4d9f-871b-21ce9926f099","registered",32.4734120534,20.9603534205
"East","b07157e1-9117-4ccd-b531-88a46f3f5441","registered",33.3394096085,21.4496453638
"East","e7447237-dc6c-4a4d-884d-939938fc4921","registered",36.4022704701,20.6743910234
"East","62133c2d-5b2a-488f-87a5-1fdc0e534a34","registered",36.1304832193,21.203979867
"East","0633f91d-b059-47bf-a3f0-36aa86ab83eb","registered",33.537642145,20.604081587
"East","61c029e9-5c67-4cf7-bd30-0c226a0107f2","registered",36.0710573222,18.3428200369
"East","6dcb6358-b8a6-47aa-b8d2-e4f2afd3998b","registered",37.4599663597,18.1581260899
"East","901427fc-4566-4a45-bcf9-41bdb51194a4","registered",36.527990079,17.4278225508
"East","40c4949b-d91e-4537-aa16-c94570b5aeb4","registered",35.7561180552,17.9349555731
"East","30a7847d-6ce7-49f9-8171-9f4a6953406c","registered",34.8932104025,21.1666363385
"East","aceee676-6410-4840-bd13-43c7b69eac3d","registered",36.0359333786,18.9343616181
"East","5952a882-f657-4977-8afd-6c908d489283","registered",32.3801981182,20.5723751641
"East","d6fc1f2c-c833-429e-a388-1ec1fc524504","registered",35.4032360477,17.5890618865
"East","d6820a39-ac3a-4d56-8ed2-214a76ea8d62","registered",35.8890776377,20.1843607193
"East","d2a91eb3-2911-45b7-8f74-7f07e027f575","registered",37.2865342112,18.1288544051
"East","209a9f6f-0f54-45f4-8bbf-3a16a0ce9e63","registered",35.4639831288,18.5960269028
"East","96d720f5-fc0f-4520-8189-1af36f6a788a","registered",36.2408258004,17.7247313671
"East","caa674ad-4c46-417b-a629-eeecd862f569","registered",36.4232302234,20.5585654593
"East","f658b2da-e9fc-4043-9446-dc768b0ec8ef","registered",37.3978583789,18.4186945292
"East","7ea8c685-e2a6-4457-a066-7cf84f41b04c","registered",36.6987701194,17.7542437111
"East","bf6fc29d-38d1-43cf-b2f4-f27c2d11bafc","registered",36.470971588,19.6298375272
"East","370280e3-77d2-4734-a033-fe804b14722b","registered",32.7118336245,20.6059636454
"East","4738d2a7-f32a-4932-9950-9044e04c038d","registered",37.3039720575,17.8862929805
"East","8c8f72f9-72d5-410e-96d7-b697449341d0","registered",34.2948502889,20.0890080587
"North West","91b33db0-f78c-497a-9b55-1edd08ac1a19","monitored",28.0664264948,16.8436013386
"North West","92068e94-cb37-4b5d-9229-983e4e80cebf","monitored",26.1197296982,15.0127753468
"North West","508aee3f-e814-4d32-9106-7343ac4e4e9f","monitored",28.1145826158,14.0481987852
"North West","22359a66-17b4-4a04-b73c-1cc9b29bdcd6","monitored",31.2561067183,16.187505042
"North West","7c65a0f6-3b63-4609-8f39-7dedfec6a25d","monitored",23.9660952316,14.4017371311
"North West","a4923188-e285-438b-ab17-799b56aa63da","monitored",27.7901636317,17.8989157739
"North West","31198e59-d33a-433b-b7c2-0f5e048384c5","monitored",30.1361487208,17.5789022093
"North West","0dc2ec25-4129-4f6d-af63-676cd1dad7e3","monitored",25.0983535056,17.4248675893
"North West","7cdb887d-9762-4c1a-bd52-04944490ee27","monitored",27.6210598774,18.7202214559
"North West","f862b84a-6f45-45d8-bf2f-9a09253c6fbc","monitored",25.5141935298,21.5507728985
"North West","8a142077-c21a-4108-867d-423e6a5c676e","visited",25.4386446255,16.8133708403
"North West","bbfc5724-c0a7-427a-b7cb-cd02dd23b113","visited",27.7460961255,16.2050871021
"North West","857d5eb9-7ff9-4a80-9ff3-f501f4f414f9","visited",24.5936475352,17.3390110672
"North West","7f5147c7-0387-43cd-a998-01f38e784e19","visited",28.7411043977,20.0352631797
"North West","2647d7b1-fd8b-4469-b1c7-8c0ded66efc2","visited",27.8998944535,17.972034707
"North West","1b45212a-5e6e-495a-b101-6c332e9dbc54","visited",27.9282752783,17.406283889
"North West","338be098-fd4f-4881-96b1-c0d692a07749","visited",25.4450311132,19.6090588201
"North West","64db6433-d3b2-4461-ac13-e4f2cc1b1ae5","visited",29.9864246921,15.4259884412
"North West","447e5908-dfbc-48e1-8716-26ff89f71367","visited",28.9922167215,13.6312759362
"North West","908f76bf-a86a-449c-bec1-dde3e79bc7c7","visited",27.8655449326,19.3996798469
"North West","4f4ab097-e552-4a02-ade6-def1b26866c4","visited",29.0739340317,19.0382714358
"North West","49a23d41-0c7f-4cbe-889b-23f9602c2401","visited",27.9607023213,16.4894576395
"North West","a3d4465d-452c-46d2-95e9-d50606ebe7d7","visited",26.8989603288,14.0060974282
"North West","a30b6b24-97e0-4ac7-95dc-428415527ec7","visited",28.9972734941,14.6701865069
"North West","362c0f82-bd81-4b4e-b52f-a238fa101f9f","visited",23.6455549328,14.7294514668
"North West","b243c56d-85be-4fe1-991f-ad25247edc5a","visited",26.9157847783,15.8225147758
"North West","9f9f7f95-997b-4800-b175-e7377adf79e1","visited",30.9998832204,13.8263366715
"North West","6027c829-8e37-45e3-987e-e2463780b9f9","visited",26.6671085785,19.8309311906
